hospital_id,hospital_name,state,district,city,latitude,longitude,ownership_type,hospital_level,total_beds,icu_beds,ventilators,cardiac_unit,trauma_unit,burn_unit,current_icu_load_percent,emergency_load_score,last_updated
892,Shree Sakthi Hospital,Maharashtra,Pune,Pune,18.5883392,73.8015444,Government,Secondary,131,13,7,Yes,Yes,No,76,0.61,2025-12-16
893,Karva Hospital,Maharashtra,Pune,Pune,18.5009733,73.8461063,Private,Primary,30,1,0,Yes,No,No,43,0.23,2025-12-16
894,Ayurvedic Hospital,Maharashtra,Pune,Pune,18.6548547,73.7696807,Trust,Secondary,284,28,19,No,No,No,94,0.7,2025-12-16
895,Jeevan Deep Medicare Centre,Maharashtra,Pune,Pune,18.5433023,73.7838607,Government,Tertiary,877,202,155,Yes,No,Yes,31,0.35,2025-12-16
896,Anand Hospital,Maharashtra,Pune,Pune,18.6539354,73.7646919,Trust,Tertiary,1180,198,120,No,Yes,Yes,76,0.53,2025-12-16
897,Sahyadri Hospital,Maharashtra,Pune,Pune,18.5074625,73.8057842,Trust,Primary,86,3,1,Yes,No,No,37,0.92,2025-12-16
898,"Krishna Hospital, Pune",Maharashtra,Pune,Pune,18.5092055,73.8128199,Private,Primary,64,1,0,Yes,No,No,68,0.82,2025-12-16
899,Madhukar General Hospital,Maharashtra,Pune,Pune,18.4789234,73.8241232,Trust,Secondary,185,19,12,No,No,No,49,0.52,2025-12-16
900,Dr. Naik Clinic,Maharashtra,Pune,Pune,18.4745644,73.8140764,Private,Secondary,169,14,10,No,No,Yes,34,0.57,2025-12-16
901,Shewale Hospital,Maharashtra,Pune,Pune,18.5626652,73.8325327,Trust,Secondary,148,14,9,No,No,Yes,85,0.73,2025-12-16
902,Trimurti Hospital,Maharashtra,Pune,Pune,18.462396,73.8150518,Private,Primary,60,1,0,No,No,Yes,43,0.21,2025-12-16
903,Sanjiwini Hospital,Maharashtra,Pune,Pune,18.4433669,73.848079,Private,Tertiary,767,158,97,No,No,Yes,32,0.51,2025-12-16
904,Surya Sahyadri Hospital,Maharashtra,Pune,Pune,18.521259,73.8556767,Trust,Primary,84,3,2,Yes,Yes,No,49,0.79,2025-12-16
905,Fatima Convent Sahyadri Clinic,Maharashtra,Pune,Pune,18.5045156,73.9008129,Trust,Tertiary,784,123,95,No,Yes,Yes,47,0.32,2025-12-16
906,Gupte Hospital Of Accurate Diagnostics Pvt Ltd,Maharashtra,Pune,Pune,18.519051,73.8398724,Private,Primary,80,2,1,No,Yes,No,84,0.67,2025-12-16
907,Accord Hospital,Maharashtra,Pune,Pune,18.567225,73.7689211,Government,Primary,70,2,1,No,No,Yes,89,0.41,2025-12-16
908,AIMS Hospital,Maharashtra,Pune,Pune,18.5625409,73.8106962,Trust,Secondary,314,29,24,Yes,Yes,Yes,83,0.4,2025-12-16
909,"Naik Hospital, Pune",Maharashtra,Pune,Pune,18.5102879,73.8594694,Private,Tertiary,796,144,102,Yes,Yes,No,75,0.2,2025-12-16
910,Atharva Hospital,Maharashtra,Pune,Pune,18.8553812,73.8875918,Trust,Tertiary,1090,196,165,Yes,No,Yes,82,0.57,2025-12-16
911,Satyanand Hospital,Maharashtra,Pune,Pune,18.4707709,73.8886878,Government,Secondary,320,26,16,No,Yes,Yes,36,0.41,2025-12-16
912,Bora Hospital,Maharashtra,Pune,Pune,18.511463,73.8625468,Private,Primary,50,1,0,No,No,Yes,47,0.16,2025-12-16
913,Patil Hospital,Maharashtra,Pune,Pune,18.4791887,73.8247015,Government,Secondary,279,23,19,Yes,No,No,46,0.81,2025-12-16
915,Giri Raj Hospital and Intensive Care Unit,Maharashtra,Pune,Pune,18.1461841,74.5772973,Private,Primary,59,1,0,Yes,Yes,Yes,47,0.66,2025-12-16
916,NON,Maharashtra,Pune,Pune,18.5098623,73.9286042,Private,Secondary,210,20,12,Yes,No,Yes,52,0.65,2025-12-16
917,Bhagyajaya Hospital - Baramati,Maharashtra,Pune,Pune,18.1463322,74.5830157,Government,Tertiary,538,109,77,No,Yes,No,84,0.74,2025-12-16
918,Sub District Hospital Bhor,Maharashtra,Pune,Pune,18.1439124,73.8520056,Trust,Primary,31,1,0,No,No,Yes,44,0.51,2025-12-16
919,Jaihind Multi & Super Speciality Hospital,Maharashtra,Pune,Pune,18.752239,73.8633137,Trust,Primary,33,0,0,Yes,Yes,Yes,59,1.0,2025-12-16
920,Hospital,Maharashtra,Pune,Pune,18.747433,73.3993121,Private,Primary,79,3,2,Yes,No,No,75,0.6,2025-12-16
921,Walunj Hospital,Maharashtra,Pune,Pune,18.8250552,74.375742,Trust,Secondary,297,24,16,Yes,No,Yes,79,0.84,2025-12-16
922,Shri Dattkrupa Hospital,Maharashtra,Pune,Pune,19.2098969,73.8743645,Trust,Primary,71,2,1,Yes,No,No,47,0.35,2025-12-16
923,Shri Hospital,Maharashtra,Pune,Pune,18.8267842,74.371174,Government,Tertiary,576,131,95,Yes,No,Yes,43,0.83,2025-12-16
924,Dr.igwale Hospital Children,Maharashtra,Pune,Pune,19.2096659,73.8699428,Private,Tertiary,672,146,105,No,No,Yes,39,0.92,2025-12-16
925,Aavati Hospital,Maharashtra,Pune,Pune,18.7566833,73.860775,Trust,Secondary,290,29,20,No,No,No,93,0.56,2025-12-16
926,Shree Swami Samarth Hospital,Maharashtra,Pune,Pune,18.7563937,73.8606328,Trust,Secondary,287,27,20,No,Yes,No,45,0.77,2025-12-16
927,Junnar Gov. Veterinary Hospital,Maharashtra,Pune,Pune,19.2059802,73.8743869,Trust,Secondary,127,15,10,Yes,Yes,No,44,0.45,2025-12-16
928,Yavat Rural Hospital,Maharashtra,Pune,Pune,18.4771363,74.2685041,Government,Primary,33,1,0,No,No,No,71,0.16,2025-12-16
930,Tulsi Communication.Idea Gallery,Maharashtra,Pune,Pune,18.2795495,74.1636264,Trust,Primary,67,2,1,Yes,No,No,54,0.67,2025-12-16
931,Malhar Hospital,Maharashtra,Pune,Pune,18.2799754,74.1644417,Private,Secondary,146,12,7,No,Yes,No,32,0.85,2025-12-16
932,Shatayu Hospital and Ayurvedic Research Centre,Maharashtra,Pune,Pune,18.2800525,74.1648059,Private,Secondary,267,21,17,Yes,Yes,Yes,78,0.71,2025-12-16
933,"Sub District Hospital, Indapur",Maharashtra,Pune,Pune,18.1206808,75.0258983,Trust,Primary,36,1,0,Yes,Yes,Yes,89,0.11,2025-12-16
934,Raut Hospital,Maharashtra,Pune,Pune,18.1209854,75.0248402,Private,Tertiary,613,139,101,Yes,No,Yes,53,0.3,2025-12-16
935,Yogeshwari Hospital and ICU,Maharashtra,Pune,Pune,18.4605048,74.5817962,Private,Tertiary,449,109,67,Yes,Yes,No,64,0.55,2025-12-16
936,Apple Hospital,Maharashtra,Pune,Pune,18.5884835,73.7802163,Government,Tertiary,885,160,104,No,Yes,No,86,0.66,2025-12-16
937,Metro Chemist,Maharashtra,Pune,Pune,18.4598178,73.7859551,Government,Secondary,148,17,13,Yes,Yes,Yes,75,0.9,2025-12-16
938,Damle Pediatric & general practice,Maharashtra,Pune,Pune,18.4602735,73.7856466,Private,Tertiary,628,121,84,Yes,No,Yes,41,0.99,2025-12-16
939,Golwilkar Metropolis Heath Service (India) Pvt Ltd,Maharashtra,Pune,Pune,18.5181296,73.8344155,Government,Tertiary,665,150,94,No,Yes,No,70,0.81,2025-12-16
940,Paranjape Hospital,Maharashtra,Pune,Pune,18.5143979,73.8460515,Government,Secondary,237,27,18,No,Yes,No,56,0.83,2025-12-16
941,"Spandan Hospital, Pune",Maharashtra,Pune,Pune,18.6141649,73.765762,Private,Primary,87,3,1,Yes,Yes,No,39,0.55,2025-12-16
942,Ashakiran Hospital,Maharashtra,Pune,Pune,18.5719235,73.7811374,Government,Primary,86,4,3,Yes,No,Yes,60,0.24,2025-12-16
943,Pawar Surgical Hospital,Maharashtra,Pune,Pune,18.5012035,73.9379293,Trust,Primary,58,1,0,Yes,No,Yes,43,0.76,2025-12-16
944,Pulse Hospital,Maharashtra,Pune,Pune,18.4594817,73.8233106,Private,Primary,56,1,0,Yes,No,Yes,60,0.73,2025-12-16
945,ONP Leela Hospital,Maharashtra,Pune,Pune,18.5329215,73.8468085,Government,Tertiary,707,132,88,Yes,Yes,Yes,76,0.45,2025-12-16
946,Meera Hospital,Maharashtra,Pune,Pune,18.5022882,73.8746894,Trust,Tertiary,412,71,60,Yes,No,Yes,90,0.45,2025-12-16
947,Seth Ramdas Shah Memorial Hospital and Research Centre,Maharashtra,Pune,Pune,18.5293628,73.8284091,Government,Tertiary,874,210,132,No,No,No,95,0.96,2025-12-16
948,Ashwini Hospital,Maharashtra,Pune,Pune,18.576745,73.7757678,Trust,Secondary,350,36,30,Yes,No,No,80,0.39,2025-12-16
949,NRS hospital,Maharashtra,Pune,Pune,18.6007211,73.7751811,Trust,Secondary,369,35,27,No,No,Yes,87,0.68,2025-12-16
950,Durvankur Hospital,Maharashtra,Pune,Pune,18.7545031,73.857138,Government,Primary,72,2,1,Yes,No,Yes,87,0.31,2025-12-16
951,Shwas Multispeciality Hospital,Maharashtra,Pune,Pune,18.7463443,73.8601147,Trust,Secondary,282,23,16,No,Yes,No,90,0.63,2025-12-16
952,Nityanand Rehabilitation and Residential Mental Heal,Maharashtra,Pune,Pune,18.4565508,73.8515434,Government,Tertiary,578,143,108,Yes,Yes,Yes,73,0.79,2025-12-16
953,Yashda Hospital,Maharashtra,Pune,Pune,18.5168084,73.859535,Private,Secondary,302,29,23,Yes,Yes,Yes,90,0.86,2025-12-16
954,Mohite Eye Hospital,Maharashtra,Pune,Pune,18.5006535,73.936556,Trust,Tertiary,454,106,67,No,Yes,No,47,0.33,2025-12-16
955,Baravkar Hospital,Maharashtra,Pune,Pune,18.4802234,74.3736099,Private,Primary,39,1,0,No,Yes,No,64,0.18,2025-12-16
956,Joglekar Hospital,Maharashtra,Pune,Pune,18.5327524,73.8336359,Private,Secondary,217,17,12,Yes,Yes,No,86,0.14,2025-12-16
957,"Rakshak Hospital, Pune",Maharashtra,Pune,Pune,18.5628712,73.9377429,Private,Primary,93,4,2,Yes,No,Yes,63,0.32,2025-12-16
958,Parmar Multi Speciality Hospital and Maternity Home,Maharashtra,Pune,Pune,18.5600564,73.8072065,Private,Secondary,328,29,24,No,No,No,64,0.39,2025-12-16
959,Chaitanya Centre For Psychological Help,Maharashtra,Pune,Pune,18.4795175,73.8043727,Government,Secondary,195,19,15,No,No,No,64,0.75,2025-12-16
960,Mothercare Hospital,Maharashtra,Pune,Pune,18.4872463,73.8760145,Trust,Primary,52,2,1,Yes,No,No,49,0.35,2025-12-16
961,Onkar Hospital,Maharashtra,Pune,Pune,18.6468218,74.0607716,Trust,Primary,38,1,0,No,No,Yes,85,0.28,2025-12-16
962,"Sahyadri Hospital, Bibvewadi",Maharashtra,Pune,Pune,18.4781739,73.862105,Private,Tertiary,835,135,112,Yes,No,Yes,51,0.4,2025-12-16
963,Bhalerao ENT Hospital & Laser Centre,Maharashtra,Pune,Pune,18.6495394,73.7777303,Private,Primary,35,0,0,Yes,Yes,No,67,0.93,2025-12-16
964,Siddhi Health Care Center,Maharashtra,Pune,Pune,18.5857676,73.818174,Private,Primary,73,3,1,Yes,Yes,No,54,0.33,2025-12-16
965,Argade Infertility and Endoscopic Surgery and Icu Center,Maharashtra,Pune,Pune,18.5017523,73.8102353,Private,Primary,74,3,1,No,Yes,No,80,0.18,2025-12-16
966,Argade Hospital and Maternity Home,Maharashtra,Pune,Pune,18.764168,73.8615735,Private,Secondary,292,24,19,Yes,No,No,30,0.19,2025-12-16
967,"Jijamata Hospital, Pune",Maharashtra,Pune,Pune,18.6961373,74.1388334,Government,Secondary,169,14,10,Yes,No,No,70,0.2,2025-12-16
968,Shree Balaji Eye Hospital,Maharashtra,Pune,Pune,18.4910283,73.8581684,Government,Tertiary,559,89,69,Yes,Yes,No,54,0.15,2025-12-16
969,Chaitanya Stem Cell Center,Maharashtra,Pune,Pune,18.5000189,73.8503981,Government,Secondary,345,36,27,No,No,Yes,85,0.94,2025-12-16
970,Shree Shakti Hospital,Maharashtra,Pune,Pune,18.5887256,73.8014048,Private,Primary,52,2,1,Yes,Yes,No,37,0.17,2025-12-16
971,Saiseva Hospital,Maharashtra,Pune,Pune,18.7614023,73.8627034,Government,Tertiary,1141,188,140,Yes,No,No,88,0.95,2025-12-16
972,"Welfare Medical Foundatios, Mohintara Hospital",Maharashtra,Pune,Pune,18.5034761,73.9291031,Trust,Tertiary,543,118,90,No,Yes,Yes,56,0.81,2025-12-16
973,Junnarkar Hospital,Maharashtra,Pune,Pune,19.2069891,73.8798521,Government,Secondary,190,15,12,Yes,No,Yes,60,0.49,2025-12-16
974,Yashodeep Hospital,Maharashtra,Pune,Pune,18.1205606,75.0251131,Government,Primary,48,1,0,Yes,Yes,No,59,0.35,2025-12-16
975,Dr. Mokashi Hospital,Maharashtra,Pune,Pune,19.2078496,73.8785599,Government,Tertiary,986,204,168,Yes,Yes,No,49,0.77,2025-12-16
976,"Pawar Hospital, Pune",Maharashtra,Pune,Pune,18.4658771,73.8601231,Government,Secondary,177,15,9,No,Yes,No,63,0.26,2025-12-16
977,Atole Accident Hospital,Maharashtra,Pune,Pune,18.1461092,74.5862822,Private,Secondary,331,35,21,Yes,No,Yes,71,0.56,2025-12-16
978,Galaxy Care Laparoscopy Institute Pvt. Ltd.,Maharashtra,Pune,Pune,18.5110031,73.837105,Government,Primary,46,2,1,Yes,No,Yes,78,0.97,2025-12-16
979,Punarvasu Chikitsalaya,Maharashtra,Pune,Pune,18.5284781,73.8423179,Private,Secondary,234,19,14,No,Yes,No,84,0.58,2025-12-16
980,Ushakiran General Hospital,Maharashtra,Pune,Pune,18.5019965,73.9348286,Private,Primary,86,3,1,Yes,Yes,Yes,73,0.56,2025-12-16
981,"Sangam Hospital, Pune",Maharashtra,Pune,Pune,18.4757105,73.8578707,Private,Primary,78,2,1,Yes,Yes,No,84,0.27,2025-12-16
982,"Zenith Hospital, Pune",Maharashtra,Pune,Pune,18.5025879,73.9294803,Private,Secondary,346,29,23,Yes,No,Yes,62,0.55,2025-12-16
983,Umarji Hospital,Maharashtra,Pune,Pune,18.5119352,73.857758,Government,Primary,56,2,1,Yes,Yes,Yes,36,0.51,2025-12-16
984,Amrut Hospital,Maharashtra,Pune,Pune,18.6098278,73.8017106,Private,Secondary,128,10,6,Yes,Yes,Yes,94,0.22,2025-12-16
985,Latkar Hospital,Maharashtra,Pune,Pune,18.5609006,73.8132226,Government,Tertiary,444,82,61,Yes,Yes,Yes,60,1.0,2025-12-16
986,Lunkad Hospital,Maharashtra,Pune,Pune,18.5840808,73.833248,Private,Primary,78,2,1,No,No,Yes,90,0.1,2025-12-16
987,Shashwat Hospital,Maharashtra,Pune,Pune,18.4948349,73.8135271,Trust,Tertiary,501,114,88,No,No,Yes,43,0.25,2025-12-16
988,Medipoint Hospital,Maharashtra,Pune,Pune,18.5623861,73.933849,Private,Tertiary,1167,258,177,Yes,No,Yes,85,0.49,2025-12-16
989,Indira Maternity Home,Maharashtra,Pune,Pune,18.5122188,73.8762961,Government,Primary,51,1,0,Yes,No,Yes,44,0.69,2025-12-16
990,"Bhoir Hospital, Pune",Maharashtra,Pune,Pune,18.6142278,73.7647042,Private,Primary,95,4,2,Yes,Yes,Yes,74,0.94,2025-12-16
991,"Mayur Hospital, Pune",Maharashtra,Pune,Pune,18.6661878,73.7959667,Government,Secondary,251,27,19,Yes,Yes,Yes,59,0.1,2025-12-16
992,Alatkar Hospital,Maharashtra,Pune,Pune,18.5018572,73.9322779,Trust,Tertiary,791,124,86,Yes,No,No,61,0.36,2025-12-16
993,Pimpri Chinchwad (Pcip) Institute Of Paediatrics,Maharashtra,Pune,Pune,18.6185477,73.803735,Government,Primary,94,3,2,Yes,Yes,Yes,93,0.24,2025-12-16
994,Rode Hospital,Maharashtra,Pune,Pune,18.6186748,73.8699487,Private,Secondary,167,17,11,Yes,No,Yes,85,0.18,2025-12-16
995,Anmol Jeevan Hospital,Maharashtra,Pune,Pune,18.6953408,74.1389354,Government,Tertiary,898,223,151,Yes,No,Yes,92,0.57,2025-12-16
996,Ranka Hospital,Maharashtra,Pune,Pune,18.4950117,73.861886,Trust,Tertiary,1054,235,186,Yes,Yes,No,60,0.6,2025-12-16
997,Mohan General Hospital - Daund,Maharashtra,Pune,Pune,18.4807017,74.3702444,Private,Tertiary,967,184,113,Yes,Yes,No,50,0.68,2025-12-16
998,Niramaya Hospital,Maharashtra,Pune,Pune,18.6394848,73.7967941,Trust,Tertiary,763,177,126,No,Yes,Yes,65,0.39,2025-12-16
999,Diwan Hospital,Maharashtra,Pune,Pune,18.6579111,73.7762953,Private,Secondary,363,34,22,No,Yes,Yes,32,0.4,2025-12-16
1000,Bhide Hospital,Maharashtra,Pune,Pune,18.5048666,73.8443399,Trust,Secondary,150,12,7,No,Yes,Yes,41,0.82,2025-12-16
1001,Poona Laser Center,Maharashtra,Pune,Pune,18.5123701,73.8381752,Private,Primary,65,2,1,No,No,Yes,90,0.31,2025-12-16
1002,Siddhant Maternity Home,Maharashtra,Pune,Pune,18.4792694,73.8566422,Government,Primary,33,0,0,Yes,No,Yes,66,0.23,2025-12-16
1003,Remedy Hospital,Maharashtra,Pune,Pune,18.5005568,73.9365077,Private,Tertiary,601,105,81,No,Yes,Yes,79,0.16,2025-12-16
1004,Shivarkar Hospital,Maharashtra,Pune,Pune,18.3511753,74.0255946,Private,Tertiary,565,121,77,Yes,No,Yes,30,0.66,2025-12-16
1005,Amit Hospital,Maharashtra,Pune,Pune,18.5463494,73.8880362,Private,Secondary,170,13,9,No,No,No,83,0.36,2025-12-16
1006,"Kaushal Hospital, Pune",Maharashtra,Pune,Pune,18.6186926,73.7992403,Trust,Tertiary,846,141,100,No,No,Yes,69,0.85,2025-12-16
1007,Jaykar Accident Fracture Hospital,Maharashtra,Pune,Pune,18.4556692,74.5807663,Government,Primary,67,1,0,No,Yes,Yes,61,0.42,2025-12-16
1008,"Purandare Hospital, Pune",Maharashtra,Pune,Pune,18.5022916,73.8586646,Trust,Secondary,350,30,23,Yes,Yes,No,48,0.4,2025-12-16
1009,Pramodini Urology Foundation,Maharashtra,Pune,Pune,18.5199125,73.8410217,Government,Secondary,336,36,29,Yes,Yes,No,39,0.57,2025-12-16
1010,Harsh Hospital,Maharashtra,Pune,Pune,18.4802908,73.8662057,Government,Primary,32,0,0,No,Yes,No,30,0.59,2025-12-16
1011,Kamat Hospital- Lonavla,Maharashtra,Pune,Pune,18.749245,73.4050474,Trust,Primary,58,1,0,No,Yes,No,81,0.67,2025-12-16
1012,Shraddha Hospital,Maharashtra,Pune,Pune,18.5019482,73.9315805,Trust,Tertiary,658,110,92,Yes,No,Yes,41,0.41,2025-12-16
1013,Chandrika Hospital,Maharashtra,Pune,Pune,18.3576453,74.6267755,Government,Secondary,129,13,8,No,No,No,83,0.93,2025-12-16
1014,Vighnaharta Multispeciality Hospital,Maharashtra,Pune,Pune,18.818278,74.3715996,Trust,Secondary,396,34,24,No,Yes,No,66,0.58,2025-12-16
1015,Salunke Hospital,Maharashtra,Pune,Pune,18.5585931,73.9273694,Private,Tertiary,948,147,107,No,No,Yes,49,0.41,2025-12-16
1016,Anuchandra Accident Hospital,Maharashtra,Pune,Pune,18.1437324,74.5763446,Government,Primary,74,3,2,No,Yes,No,51,0.24,2025-12-16
1017,Moolanis Eye Care Centre,Maharashtra,Pune,Pune,18.5057737,73.8783494,Trust,Primary,66,2,1,Yes,Yes,Yes,63,0.81,2025-12-16
1018,Gokhale Hospital,Maharashtra,Pune,Pune,18.502172,73.857062,Private,Primary,47,2,1,Yes,No,No,69,0.8,2025-12-16
1019,"Aditya Hospital, Pune",Maharashtra,Pune,Pune,18.826674,74.3755333,Trust,Primary,32,0,0,No,No,No,64,0.91,2025-12-16
1020,"Sushrut Hospital, Chinchwad",Maharashtra,Pune,Pune,18.6283685,73.8129256,Private,Secondary,177,17,11,Yes,Yes,No,77,0.86,2025-12-16
1021,Dhamdhere Hospital,Maharashtra,Pune,Pune,18.6701214,74.1014448,Private,Secondary,295,27,19,Yes,Yes,No,91,0.35,2025-12-16
1022,Shree Hospital and Maternity Home - Baramati,Maharashtra,Pune,Pune,18.1635193,74.583993,Government,Primary,52,1,0,Yes,Yes,Yes,66,0.89,2025-12-16
1023,Wankhede Hospital,Maharashtra,Pune,Pune,18.4724656,73.8888207,Government,Tertiary,817,128,100,Yes,Yes,No,58,0.87,2025-12-16
1024,Pune Fertility Center,Maharashtra,Pune,Pune,18.5287757,73.8479868,Government,Secondary,382,38,25,Yes,No,Yes,46,0.71,2025-12-16
1025,Jagtap Hospital,Maharashtra,Pune,Pune,18.4774187,73.8237825,Government,Secondary,178,20,14,Yes,Yes,Yes,86,0.56,2025-12-16
1026,Attharva Accident Hospital,Maharashtra,Pune,Pune,18.7317589,73.6640784,Private,Secondary,132,10,8,No,No,No,72,0.77,2025-12-16
1027,Joshi Hospital,Maharashtra,Pune,Pune,18.5171772,73.8332118,Private,Secondary,199,19,13,Yes,No,Yes,73,0.24,2025-12-16
1028,"Lifeline Hospital, Pune",Maharashtra,Pune,Pune,18.5875463,73.8625391,Government,Primary,52,1,0,Yes,No,Yes,91,0.33,2025-12-16
1029,Harde Hospital and Maternity Home,Maharashtra,Pune,Pune,18.826192,74.378401,Government,Primary,54,2,1,Yes,Yes,No,76,0.51,2025-12-16
1030,Dr Patwardhan Hospital,Maharashtra,Pune,Pune,18.4573697,73.8507923,Government,Primary,66,2,1,No,No,Yes,44,0.59,2025-12-16
1031,Sainath Orthopaedic Hospital,Maharashtra,Pune,Pune,18.6182834,73.8028754,Private,Secondary,375,41,27,No,Yes,No,73,0.51,2025-12-16
1032,Shri Samarth Hospital,Maharashtra,Pune,Pune,18.5180616,73.865867,Government,Primary,48,2,1,No,No,No,45,0.55,2025-12-16
1033,Mai Mangeshkar Hospital,Maharashtra,Pune,Pune,18.4851843,73.7997318,Private,Primary,63,2,1,No,No,Yes,82,0.62,2025-12-16
1034,Kamal Netra Rugnalaya,Maharashtra,Pune,Pune,18.4949914,73.81219,Trust,Primary,69,2,1,Yes,No,Yes,38,0.38,2025-12-16
1035,Ashwini Hospital and Endoscopy Centre,Maharashtra,Pune,Pune,18.6676197,73.7942453,Trust,Primary,36,1,0,Yes,No,Yes,93,0.5,2025-12-16
1037,Kulkarni Hospital and Diagnostic Centre,Maharashtra,Pune,Pune,18.4851967,73.8092832,Trust,Tertiary,593,124,94,No,No,Yes,55,0.71,2025-12-16
1038,Khares Eye Institute,Maharashtra,Pune,Pune,18.5145168,73.8317379,Government,Tertiary,795,152,107,No,Yes,Yes,77,0.5,2025-12-16
1039,Narwade Hospital,Maharashtra,Pune,Pune,18.753244,74.2406267,Trust,Secondary,235,20,14,Yes,No,Yes,76,0.17,2025-12-16
1040,Bhakti Hospital,Maharashtra,Pune,Pune,18.6713182,74.1036053,Private,Secondary,199,19,12,No,No,Yes,70,0.42,2025-12-16
1041,Dr. Konde Hospital,Maharashtra,Pune,Pune,18.8281322,74.3702866,Private,Primary,40,1,0,Yes,No,Yes,67,0.4,2025-12-16
1042,Dr Chavans Fracture and Orthopaedic Center,Maharashtra,Pune,Pune,18.4785979,73.8238536,Government,Tertiary,570,102,76,No,Yes,No,40,0.26,2025-12-16
1043,"Suraj Hospital, Hadaspur",Maharashtra,Pune,Pune,18.5052573,73.9541258,Government,Primary,71,1,0,Yes,No,No,74,0.94,2025-12-16
1044,Gultekdi Nursing and Maternity Home,Maharashtra,Pune,Pune,18.4926804,73.8685472,Government,Primary,36,0,0,No,Yes,Yes,91,0.99,2025-12-16
1045,Dr Marathe Hospital,Maharashtra,Pune,Pune,18.488791,74.0683892,Trust,Tertiary,597,107,67,No,No,No,37,0.78,2025-12-16
1046,Agarwal Maternity and General Hospital,Maharashtra,Pune,Pune,18.5588804,73.931217,Private,Tertiary,1067,249,192,Yes,No,No,89,0.43,2025-12-16
1048,Sant Dnyaneswar Medical Education Research Centre,Maharashtra,Pune,Pune,18.5137805,73.8476971,Government,Secondary,327,35,27,No,No,Yes,40,0.61,2025-12-16
1049,Kohakade Hospital,Maharashtra,Pune,Pune,18.5628578,73.9320606,Private,Primary,60,2,1,Yes,Yes,Yes,31,0.54,2025-12-16
1050,"Shrikrishna Hospital, Pune",Maharashtra,Pune,Pune,18.6683744,74.1473193,Private,Primary,95,3,2,No,No,No,88,0.41,2025-12-16
1051,Dongre Hospital,Maharashtra,Pune,Pune,19.0451469,73.8370715,Trust,Secondary,171,18,11,Yes,No,Yes,77,0.61,2025-12-16
1052,Dr. Karve Childrens Hospital,Maharashtra,Pune,Pune,18.5252254,73.8499763,Private,Primary,84,3,2,Yes,No,Yes,40,0.61,2025-12-16
1053,Yashashree Maternity and Nursing Home,Maharashtra,Pune,Pune,18.4886651,73.8502412,Private,Tertiary,596,90,68,Yes,No,Yes,59,0.69,2025-12-16
1054,New Life Children Hospital,Maharashtra,Pune,Pune,18.6146396,73.7856428,Trust,Secondary,320,29,20,Yes,Yes,No,69,0.44,2025-12-16
1055,Vinayak Netralaya - Pune,Maharashtra,Pune,Pune,18.5105851,73.817981,Trust,Secondary,279,27,22,No,Yes,Yes,55,0.88,2025-12-16
1056,Lonkar Hospital,Maharashtra,Pune,Pune,18.4557812,74.5802996,Trust,Primary,63,2,1,No,No,Yes,38,0.81,2025-12-16
1057,Seva Hospital,Maharashtra,Pune,Pune,18.5748353,73.8277468,Private,Primary,91,1,0,Yes,No,No,78,0.31,2025-12-16
1058,Mams Sumatibhai Shah Ayurved Mahavidyalayas,Maharashtra,Pune,Pune,18.5035837,73.9387286,Private,Primary,71,3,1,Yes,No,No,92,0.4,2025-12-16
1059,Sainath Hospital,Maharashtra,Pune,Pune,18.6545135,73.8484494,Private,Primary,46,1,0,Yes,Yes,No,74,0.56,2025-12-16
1060,"Surya Multispeciality Hospital - Chakan, Pune",Maharashtra,Pune,Pune,18.7484989,73.8602592,Trust,Secondary,333,37,31,Yes,No,Yes,90,0.5,2025-12-16
1061,Nimbalkar Hospital,Maharashtra,Pune,Pune,18.1522721,74.574336,Trust,Primary,89,2,1,Yes,Yes,Yes,44,0.29,2025-12-16
1062,Sanjivani Medical Foundation,Maharashtra,Pune,Pune,18.7466054,73.4078,Private,Primary,43,1,0,Yes,No,No,41,0.3,2025-12-16
1063,Abane Hospital,Maharashtra,Pune,Pune,18.4994516,73.9377093,Trust,Tertiary,1176,231,149,No,No,Yes,93,0.32,2025-12-16
1064,Dr Kedare Hospital,Maharashtra,Pune,Pune,18.7542475,73.8590646,Trust,Tertiary,636,107,80,Yes,Yes,No,31,0.17,2025-12-16
1065,Rahel Hospital,Maharashtra,Pune,Pune,18.5152906,73.8754553,Trust,Secondary,251,22,17,Yes,No,Yes,79,0.91,2025-12-16
1066,Dr Sonawane Hospital,Maharashtra,Pune,Pune,18.6472922,74.0590444,Private,Primary,78,3,2,Yes,No,Yes,57,0.76,2025-12-16
1067,Nachiket Hospital Pvt Ltd,Maharashtra,Pune,Pune,18.5076864,73.831062,Trust,Tertiary,907,202,128,No,Yes,No,74,0.83,2025-12-16
1068,"Shivam Hospital, Pune",Maharashtra,Pune,Pune,18.4904171,74.000239,Government,Primary,30,1,0,Yes,No,No,35,0.44,2025-12-16
